"mRNA","logFC","FDR","Delta","YA","OA","start","end","diff_exp","gene"
"ENSG00000227908",0.142369293164566,0.802351743880402,2.81872710947248,19.7987012987013,19.5740740740741,55995167,56003649,"No","IL6ST-DT"
"ENSG00000260911",0.141185284999535,0.805707695157026,2.81545461190631,19.9415584415584,19.8240740740741,31043150,31049868,"No","ENSG00000260911"
"ENSG00000277531",0.0989847242285831,0.886944931755215,2.80820948152389,28.3701298701299,28.9907407407407,46424697,46428951,"No","PNMA8C"
"ENSG00000148832",0.181230545580309,0.72247145284668,2.8043661695966,15.474025974026,15.7592592592593,133379261,133391694,"No","PAOX"
"ENSG00000254332",0.0244600540936422,0.977424797557878,2.79734073180017,114.363636363636,109.666666666667,69129598,69130345,"No","ENSG00000254332"
"ENSG00000287232",0.0928462128511831,0.893124268984019,2.77935741067503,29.9350649350649,27.75,126213204,126247714,"No","LOC124909426"
"ENSG00000219200",0.0541508905618846,0.947354557920758,2.77857361831176,51.3116883116883,48.8703703703704,7012417,7014532,"No","RNASEK"
"ENSG00000169684",0.0473279514202853,0.954982910682966,2.77636826708349,58.6623376623377,57.4814814814815,78565520,78595269,"No","CHRNA5"
"ENSG00000155530",0.110034200647111,0.866114161475177,2.7751482812557,25.2207792207792,25.037037037037,134127299,134264591,"No","LRGUK"
"ENSG00000257743",0.52917203115299,0.0574737289117403,2.77299889052249,5.24025974025974,7.19444444444444,142111749,142222324,"No","MGAM2"
"ENSG00000163501",0.224189084691798,0.630636660961415,2.77179231982586,12.3636363636364,14.2407407407407,219054424,219060921,"No","IHH"
"ENSG00000254852",0.370126981177116,0.264372976012169,2.77114551491698,7.48701298701299,8.88888888888889,14748066,14765413,"No","NPIPA2"
"ENSG00000255760",0.1684067516455,0.750537722919472,2.7634016974557,16.4090909090909,16.4814814814815,31876969,31959316,"No","LINC02422"
"ENSG00000250891",0.64748326814298,0.0156651755386471,2.75811054481685,4.25974025974026,7.24074074074074,118000253,118562199,"No","ENSG00000250891"
"ENSG00000127084",0.00462037146485836,0.995773855222961,2.7493610408876,595.051948051948,555.518518518518,92947523,93036236,"No","FGD3"
"ENSG00000275191",0.508435742420482,0.0714318921842577,2.74687362138858,5.4025974025974,7.05555555555556,53628256,53628816,"No","ENSG00000275191"
"ENSG00000237476",0.0884915285986361,0.901371982118246,2.74668510845117,31.038961038961,31.4907407407407,20957092,20964679,"No","LINC01637"
"ENSG00000255568",0.113968025398006,0.859708666714993,2.74633339124676,24.0974025974026,24.1481481481481,39313935,39314962,"No","BRWD1-AS2"
"ENSG00000238098",0.0722234652921554,0.925014809912971,2.74355371402019,37.987012987013,35.4166666666667,2339150,2426699,"No","ENSG00000238098"
"ENSG00000263531",0.478819245659065,0.100098705211578,2.73610997519466,5.71428571428571,7.16666666666667,30863921,30864940,"No","ENSG00000263531"
"ENSG00000235978",0.141548833352718,0.805946911418778,2.73446609885932,19.3181818181818,19.0740740740741,4814294,4887293,"No","LOC124906209"
"ENSG00000272677",0.100553172376018,0.881108979586018,2.73256510645218,27.1753246753247,25.8518518518519,82374301,82384027,"No","HNRNPD-DT"
"ENSG00000267432",0.528666788007432,0.0561127553526126,2.72572356933702,5.15584415584416,6.71296296296296,78484882,78503056,"No","ENSG00000267432"
"ENSG00000286502",0.155411616069208,0.780528976128233,2.72273078022547,17.5194805194805,18.3888888888889,134770651,134775671,"No","LOC124902301"
"ENSG00000256092",0.0478783413390947,0.953785210144623,2.71911671007612,56.7922077922078,55.3333333333333,123363868,123366113,"No","SBNO1-AS1"
"ENSG00000228307",0.230860746176663,0.607254522538807,2.71486241120738,11.7597402597403,12.9074074074074,35962195,36014623,"No","OR2S1P"
"ENSG00000203711",0.302374812979278,0.416639786524443,2.70370206150952,8.94155844155844,10.2592592592593,158869848,158919105,"No","LINC02901"
"ENSG00000157330",0.143664229110476,0.79611329333725,2.70256669956526,18.8116883116883,16.3148148148148,12746200,12763699,"No","CFAP107"
"ENSG00000235560",0.0502650895905712,0.949839913534543,2.70191176383603,53.7532467532468,49.5185185185185,30534752,30537149,"No","ZNF747-DT"
"ENSG00000174227",0.00146189833897516,0.998457101166126,2.69955666130569,1846.61038961039,1723.73148148148,499210,540200,"No","PIGG"
"ENSG00000261790",0.19343883625342,0.698462158188098,2.69432664781549,13.9285714285714,14.9537037037037,1984877,1990477,"No","ENSG00000261790"
"ENSG00000258881",0.416684644414511,0.179522252703598,2.69221572202882,6.46103896103896,8.08333333333333,70939318,70995336,"No","ENSG00000258881"
"ENSG00000269439",0.0318970109924949,0.969655674995483,2.69115495990575,84.3701298701299,79.2407407407407,17488990,17511889,"No","PGLS-DT"
"ENSG00000214888",0.285226546787906,0.470349209657542,2.68372250841348,9.40909090909091,11.8425925925926,87857015,87859599,"No","ENSG00000214888"
"ENSG00000157890",0.0427287109738047,0.958800679405747,2.6833075573225,62.7987012987013,56.5555555555556,65895079,66253747,"No","MEGF11"
"ENSG00000254266",0.617554479303659,0.0202195459692759,2.68275290035161,4.34415584415584,6.41666666666667,78268637,78558503,"No","PKIA-AS1"
"ENSG00000185666",0.0505203639603875,0.951297442991703,2.682500104572,53.0974025974026,50.5925925925926,32507820,33058381,"No","SYN3"
"ENSG00000284642",0.0987936551387639,0.885292583436351,2.68025903356984,27.1298701298701,27.0092592592593,10395416,10397432,"No","ENSG00000284642"
"ENSG00000137757",0.136177714319779,0.817848734411456,2.67138230493541,19.6168831168831,20.1574074074074,104994235,105023168,"No","CASP5"
"ENSG00000225096",0.0642857811133257,0.937049972678048,2.66201575428362,41.4090909090909,42.2037037037037,57961438,58438364,"No","LOC101927293"
"ENSG00000135740",0.0113247193855684,0.989418829034201,2.66138259274745,235.006493506494,220.268518518519,67237683,67272191,"No","SLC9A5"
"ENSG00000257114",0.176701286010177,0.736142487686564,2.65740375584137,15.038961038961,16.3240740740741,42687195,42717120,"No","LINC02450"
"ENSG00000174667",5.60590213462612,7.27647163878046e-118,2.65734321966043,0.474025974025974,23.3333333333333,9210276,9219589,"UP","OR7D4"
"ENSG00000188856",0.221743690434151,0.633371724117589,2.65372481474117,11.9675324675325,13.3240740740741,80558870,80559757,"No","RPSAP47"
"ENSG00000231890",0.0872797343579303,0.902564703759074,2.652963873568,30.3961038961039,30.3055555555556,135985176,136022593,"No","ENSG00000231890"
"ENSG00000170074",0.227222399603176,0.615039920683367,2.65289528887345,11.6753246753247,11.787037037037,177707981,177783398,"No","FAM153A"
"ENSG00000222014",0.259494355176595,0.535273159798281,2.64380937189661,10.1883116883117,11.4907407407407,129979666,129982738,"No","RAB6C"
"ENSG00000088726",0.269879936830051,0.507287205686819,2.64272042038777,9.79220779220779,10.75,12733528,12769457,"No","TMEM40"
"ENSG00000258101",0.0598637753063353,0.941899337664303,2.63867082324288,44.0779220779221,43.0185185185185,49232790,49264756,"No","ENSG00000258101"
"ENSG00000169607",0.00244861599088465,0.99786596484861,2.63436100390747,1075.85714285714,1003.53703703704,112736349,112764664,"No","CKAP2L"
"ENSG00000187889",0.529599114543532,0.0602852586105713,2.63423975156068,4.97402597402597,7.22222222222222,56718789,56819696,"No","FYB2"
"ENSG00000239246",0.117239105116533,0.853434055901557,2.63407340067017,22.4675324675325,22.6759259259259,62516321,62516767,"No","RPS10P26"
"ENSG00000253301",0.466673365201933,0.121704388401323,2.63034078568362,5.63636363636364,8.38888888888889,57142659,57244793,"No","LINC01606"
"ENSG00000232022",0.104616546168688,0.877451931882074,2.62967954687657,25.1363636363636,25.1296296296296,46432129,46482493,"No","ENSG00000232022"
"ENSG00000286193",0.229047249687508,0.608526111746877,2.61619553376836,11.4220779220779,12.4074074074074,37249026,37252617,"No","CPLANE1-AS1"
"ENSG00000273906",0.298044930586004,0.448101178776542,2.61466689104994,8.77272727272727,10.4537037037037,6918682,6920791,"No","ENSG00000273906"
"ENSG00000250155",0.0763238220912515,0.920464187608052,2.61433871124254,34.2532467532468,32.962962962963,36666214,36725195,"No","SLC1A3-AS1"
"ENSG00000213714",0.283993027429224,0.461090669897549,2.6131046744624,9.2012987012987,10.212962962963,56533246,56536520,"No","FAM209B"
"ENSG00000188033",0.00969143766988578,0.991258752175186,2.61259762899551,269.577922077922,254.555555555556,12576100,12640098,"No","ZNF490"
"ENSG00000227527",0.121303526337991,0.843673441345718,2.60960118673872,21.512987012987,21.1759259259259,42335386,42338376,"No","ENSG00000227527"
"ENSG00000234742",0.0219431893238191,0.979165963216246,2.60767732347541,118.837662337662,110.611111111111,197850400,197850954,"No","RPL17P18"
"ENSG00000211689",0.0911858866093412,0.897953672663504,2.60294258139392,28.5454545454545,27.962962962963,38257879,38265678,"No","TRGC1"
"ENSG00000276384",0.379808981187721,0.242629084087545,2.59207298200191,6.82467532467532,8.22222222222222,7557820,7558245,"No","ENSG00000276384"
"ENSG00000129221",0.453144841572479,0.138534351860951,2.58939909469988,5.71428571428571,6.87962962962963,6393693,6435199,"No","AIPL1"
"ENSG00000227440",0.220226871350722,0.63593348658974,2.58838076068057,11.7532467532468,13.0277777777778,172828736,172829176,"No","ENSG00000227440"
"ENSG00000085552",0.0135104454360617,0.986804740846378,2.58330244357319,191.207792207792,173.833333333333,159927039,159945613,"No","IGSF9"
"ENSG00000253286",0.212379382249411,0.657736186171692,2.58302975943602,12.1623376623377,13.2314814814815,123614219,123667248,"No","ENSG00000253286"
"ENSG00000152689",0.00370397581820394,0.996233391809719,2.57577845648645,695.409090909091,645.768518518518,33436324,33564750,"No","RASGRP3"
"ENSG00000054219",0.010843808642782,0.99015331656678,2.57561579568623,237.519480519481,226.37037037037,159803355,159904756,"No","LY75"
"ENSG00000286585",0.21766431877378,0.640572201585903,2.56674287592977,11.7922077922078,12.9537037037037,155854752,155863191,"No","LOC105374174"
"ENSG00000287642",0.134898035609376,0.821582506200589,2.56393863784833,19.0064935064935,19.3518518518519,152934516,152936761,"No","LOC729870"
"ENSG00000230337",0.316386086601932,0.387740495897673,2.56190551943253,8.0974025974026,9.78703703703704,11099675,11102100,"No","EXOSC10-AS1"
"ENSG00000242992",0.251850046247159,0.546014291810177,2.55938521023899,10.1623376623377,11.2962962962963,128764466,128765018,"No","ENSG00000242992"
"ENSG00000198276",0.00136691957195485,0.998457101166126,2.55277555723239,1867.53896103896,1726.75,63939829,63956416,"No","UCKL1"
"ENSG00000100429",0.0575288282684553,0.943775922886994,2.54882594334851,44.3051948051948,41.6018518518519,50245183,50251405,"No","HDAC10"
"ENSG00000260581",0.30687404247583,0.399868667805682,2.54665601483189,8.2987012987013,9.27777777777778,151652275,151655449,"No","LOC105378231"
"ENSG00000170486",0.434165387344625,0.164156447616191,2.54296869730423,5.85714285714286,7.7962962962963,52585589,52601538,"No","KRT72"
"ENSG00000278983",0.322160326195701,0.380751690137403,2.54171945667388,7.88961038961039,9.87037037037037,48564795,48568342,"No","ENSG00000278983"
"ENSG00000163534",0.12797503401342,0.828668814507507,2.53955651912345,19.8441558441558,14.1574074074074,157794403,157820120,"No","FCRL1"
"ENSG00000144285",0.182252428389796,0.726208648861809,2.53851596685788,13.9285714285714,14.3148148148148,165984641,166149214,"No","SCN1A"
"ENSG00000233665",0.485960770586187,0.0941610581895501,2.53393830377083,5.21428571428571,7.28703703703704,48976554,48993046,"No","ENSG00000233665"
"ENSG00000230204",0.115680317864988,0.856030559092006,2.53369942960133,21.9025974025974,22.0277777777778,50912712,50913256,"No","ENSG00000230204"
"ENSG00000234825",0.180253551984294,0.727101138574263,2.52706116061099,14.0194805194805,14.7685185185185,150231075,150232896,"No","XRCC6P2"
"ENSG00000149646",0.262438012439553,0.521217005741915,2.51701911930662,9.59090909090909,10.7777777777778,35954564,36030700,"No","CNBD2"
"ENSG00000100253",0.198685980585392,0.68655546329663,2.5158289749449,12.6623376623377,13.5555555555556,50486784,50490648,"No","MIOX"
"ENSG00000122375",0.107169352147554,0.871077793603557,2.51569615593121,23.474025974026,22.7407407407407,86654547,86666848,"No","OPN4"
"ENSG00000270157",0.0759083382331429,0.920464187608052,2.51384756486382,33.1168831168831,32.1666666666667,141662922,141663846,"No","ENSG00000270157"
"ENSG00000224292",0.309146090920712,0.398000729226215,2.5072952438959,8.11038961038961,9.39814814814815,48506523,48508838,"No","PORCN-DT"
"ENSG00000240668",0.425843295557488,0.168743398199159,2.50252066545147,5.87662337662338,7.5462962962963,138101478,138102917,"No","KRT8P36"
"ENSG00000175354",0.0016419998884542,0.998457101166126,2.50092576516982,1523.0974025974,1390.86111111111,12785478,12929643,"No","PTPN2"
"ENSG00000259448",0.0741018438008318,0.923536441041556,2.49829073385662,33.7142857142857,33,31215622,31224445,"No","ENSG00000259448"
"ENSG00000132330",0.0344571719310959,0.967979514302845,2.49568373843795,72.4285714285714,68.0277777777778,238060924,238099413,"No","SCLY"
"ENSG00000286646",0.0631436177853717,0.938002351547361,2.49335285553796,39.487012987013,39.1944444444444,136784045,136786280,"No","ENSG00000286646"
"ENSG00000274849",0.106158295909347,0.874987342481802,2.49334127470201,23.487012987013,24.2962962962963,36189824,36190272,"No","ENSG00000274849"
"ENSG00000120658",0.00450130605596653,0.995773855222961,2.49313896980338,553.87012987013,510.203703703704,43213518,43786908,"No","ENOX1"
"ENSG00000287463",0.199126854111249,0.683555865590303,2.48908567639062,12.5,13.1111111111111,134718188,134725474,"No","ENSG00000287463"
"ENSG00000254477",0.10863478110385,0.866782501419274,2.4887240761973,22.9090909090909,22.037037037037,59752578,59754975,"No","ENSG00000254477"
"ENSG00000271980",0.332807557622408,0.344585179747166,2.48741233002202,7.47402597402597,8.51851851851852,10264597,10267146,"No","ENSG00000271980"
"ENSG00000287535",0.308837419440983,0.403053237743082,2.46668847995071,7.98701298701299,9.39814814814815,41566858,41568641,"No","ENSG00000287535"
"ENSG00000265100",0.208864062729445,0.660344180827875,2.46161216788275,11.7857142857143,12.3518518518519,68246629,68247938,"No","ENSG00000265100"
"ENSG00000170426",0.247123556597518,0.572126323159609,2.4567932802,9.94155844155844,12,56923133,56934408,"No","SDR9C7"
"ENSG00000281571",0.215547641251304,0.648936409771484,2.45640331425999,11.3961038961039,12.6018518518519,145214851,145215938,"No","ENSG00000281571"
"ENSG00000164256",0.438670403965307,0.161130106367991,2.44971784032574,5.58441558441558,8.9537037037037,23443586,23528093,"No","PRDM9"
"ENSG00000116785",0.196361299756349,0.685251462095107,2.4494159534542,12.474025974026,12.7962962962963,196774813,196795407,"No","CFHR3"
"ENSG00000100902",0.0137788755385478,0.98672446866456,2.44261884546984,177.272727272727,166.935185185185,35278633,35317493,"No","PSMA6"
"ENSG00000146950",0.00476207606281698,0.995773855222961,2.44245025907573,512.896103896104,451.111111111111,9786429,9949443,"No","SHROOM2"
"ENSG00000228430",0.609536302856489,0.0241176322229675,2.44210323936658,4.00649350649351,5.77777777777778,81977614,82780194,"No","ENSG00000228430"
"ENSG00000188505",0.128463246322295,0.83259714759857,2.43996750319943,18.9935064935065,17.8888888888889,39196964,39201884,"No","NCCRP1"
"ENSG00000267327",0.108693529022494,0.871603999751774,2.43854638164101,22.4350649350649,22.8333333333333,55893038,56026082,"No","ENSG00000267327"
"ENSG00000237471",0.306657883633643,0.416418309955568,2.42936764956522,7.92207792207792,8.94444444444444,45940449,45986472,"No","LOC102723446"
"ENSG00000204147",0.0166936507127009,0.983764450386088,2.42730017375844,145.402597402597,136.611111111111,50739318,50816495,"No","ASAH2B"
"ENSG00000258136",0.27180754442483,0.503869174164218,2.4268530752217,8.92857142857143,10.2407407407407,107736555,107759968,"No","PRDM4-AS1"
"ENSG00000132681",0.143300281150741,0.806783313784147,2.42586904519469,16.9285714285714,16.3981481481481,160151586,160186980,"No","ATP1A4"
"ENSG00000271778",0.183699387876848,0.718546405761957,2.425070490608,13.2012987012987,13.6111111111111,158782547,158783124,"No","ENSG00000271778"
"ENSG00000234692",0.521181042888119,0.0706073601017549,2.42315342018112,4.64935064935065,6.12962962962963,115252538,115254251,"No","ENSG00000234692"
"ENSG00000231187",0.314052390877093,0.397159800892357,2.4186112700015,7.7012987012987,9.09259259259259,46580708,46598150,"No","LOC102724593"
"ENSG00000176160",0.579950807154176,0.0337569935548558,2.41771700125312,4.16883116883117,5.57407407407407,58420167,58488408,"No","HSF5"
"ENSG00000273812",0.10702744309074,0.871557658983945,2.41576228690527,22.5714285714286,22.5740740740741,62596732,62603355,"No","ENSG00000273812"
"ENSG00000287910",0.107965697092245,0.869049197973391,2.40959805783146,22.3181818181818,22.1296296296296,17033531,17042305,"No","ENSG00000287910"
"ENSG00000276408",0.247357187633961,0.559866104969036,2.40771704067083,9.73376623376623,10.6666666666667,75556392,75557059,"No","ENSG00000276408"
"ENSG00000267838",0.0716603208022637,0.925014809912971,2.40341270742657,33.538961038961,30.8981481481481,54438665,54439544,"No","ENSG00000267838"
"ENSG00000218582",0.162720920354064,0.765666902186222,2.40171851925186,14.7597402597403,15.4444444444444,79953005,79954011,"No","ENSG00000218582"
"ENSG00000168404",0.00419431123586406,0.995773855222961,2.39982692159539,572.162337662338,547.101851851852,74671855,74700960,"No","MLKL"
"ENSG00000115211",0.00137630874316802,0.998457101166126,2.3899065100927,1736.46103896104,1631.18518518519,27364352,27370457,"No","EIF2B4"
"ENSG00000272361",0.222865952272589,0.624158452308952,2.38929667014314,10.7207792207792,11.3888888888889,16593626,16594224,"No","ENSG00000272361"
"ENSG00000272861",0.184724276214392,0.719647520593445,2.38822099962892,12.9285714285714,13.7314814814815,105249404,105249794,"No","ENSG00000272861"
"ENSG00000185168",0.12720898694389,0.837183554292815,2.38723358615482,18.7662337662338,18.8796296296296,81303771,81309248,"No","ENSG00000185168"
"ENSG00000109072",0.0100711939908084,0.991140194919139,2.38327612082486,236.642857142857,243.740740740741,28367284,28373091,"No","VTN"
"ENSG00000271849",0.091081197744014,0.897535270347946,2.38230561372005,26.1558441558442,25.9537037037037,109687802,109688329,"No","ENSG00000271849"
"ENSG00000056487",0.030565009822016,0.970692300009178,2.38228449930947,77.9415584415584,73.3611111111111,44881162,45010005,"No","PHF21B"
"ENSG00000257950",0.0849995231340187,0.906029916786695,2.38219442757419,28.025974025974,27.3796296296296,3663063,3696194,"No","P2RX5-TAX1BP3"
"ENSG00000232671",0.208146195163275,0.663333803176515,2.38016525767875,11.4350649350649,12.4166666666667,151279678,151281950,"No","ZNF687-AS1"
"ENSG00000243181",0.137595277939842,0.811721986196892,2.37039137905455,17.2272727272727,16.5185185185185,34874159,34874633,"No","RPL21P80"
"ENSG00000287574",0.0715070121330521,0.926897841252933,2.36158872538119,33.025974025974,32.4259259259259,44582519,44583676,"No","ENSG00000287574"
"ENSG00000272172",0.124436307392727,0.841961044648735,2.3602497006114,18.9675324675325,19.5648148148148,143290399,143290621,"No","ENSG00000272172"
"ENSG00000100359",0.0623740947383645,0.938160221779517,2.35522961625707,37.7597402597403,36.1666666666667,40370591,40410289,"No","SGSM3"
"ENSG00000261645",0.403248921087231,0.205671455589805,2.3540310393339,5.83766233766234,6.83333333333333,90251204,90915052,"No","DISC1FP1"
"ENSG00000215769",0.0727005113082164,0.924504898488315,2.35285291142955,32.3636363636364,30.6203703703704,64749663,64781707,"No","ARHGAP27P1-BPTFP1-KPNA2P3"
"ENSG00000279530",0.369161274126016,0.269354540692087,2.35160525920534,6.37012987012987,7.15740740740741,70321542,70324274,"No","ENSG00000279530"
"ENSG00000248540",0.0424208001356131,0.959787766826936,2.34250963865749,55.2207792207792,52.962962962963,74125915,74129341,"No","LOC283731"
"ENSG00000157388",0.0137642564307313,0.98672446866456,2.3420686721486,170.155844155844,159.037037037037,53328963,53813733,"No","CACNA1D"
"ENSG00000227791",0.262256029793903,0.525937450685838,2.33986873335599,8.92207792207792,10.0277777777778,64665607,64666064,"No","RPS10P9"
"ENSG00000225269",0.382264730968542,0.250774973023698,2.33826867904134,6.11688311688312,7.98148148148148,4655427,4682722,"No","LINC00705"
"ENSG00000196497",0.272398412077937,0.48452355596233,2.33661235295425,8.57792207792208,9.03703703703704,24180219,24188869,"No","IPO4"
"ENSG00000145832",0.0868391036143575,0.902564703759074,2.33563355305629,26.8961038961039,24.3611111111111,135579202,135889770,"No","SLC25A48"
"ENSG00000231969",0.161240313542269,0.765730731712366,2.3348435012939,14.4805194805195,15.0833333333333,149587196,150047447,"No","MMADHC-DT"
"ENSG00000175741",0.0468987083331456,0.954582502010717,2.33336300810755,49.7532467532468,48.1111111111111,39854494,39855056,"No","ENSG00000175741"
"ENSG00000258572",0.103276753067273,0.879131269036495,2.33043322668035,22.5649350649351,22.0740740740741,95516136,95517911,"No","SYNE3-AS1"
"ENSG00000269821",0.00576046013808789,0.994873368507983,2.33006872027124,404.493506493507,364.694444444444,2608328,2699994,"No","KCNQ1OT1"
"ENSG00000170956",0.477508098448144,0.103694125468851,2.3286271554192,4.87662337662338,6.2962962962963,41796587,41811554,"No","CEACAM3"
"ENSG00000238178",0.171476580534115,0.751829765820362,2.32161474294565,13.538961038961,14.8703703703704,16152941,16170869,"No","ENSG00000238178"
"ENSG00000188676",0.173372744988181,0.744713011748095,2.31914191347827,13.3766233766234,14.0092592592593,39934614,40016391,"No","IDO2"
"ENSG00000260949",0.180376591833095,0.727101138574263,2.31561377957161,12.8376623376623,13.462962962963,38062881,38063791,"No","ENSG00000260949"
"ENSG00000224992",0.101653051379605,0.880593061541593,2.31227687651141,22.7467532467532,21.75,132768965,132770212,"No","ENSG00000224992"
"ENSG00000102001",0.145268944751653,0.800119723125562,2.3101535434857,15.9025974025974,16.2777777777778,49205063,49233371,"No","CACNA1F"
"ENSG00000285761",0.043776752963064,0.958472638644149,2.30623894019051,52.6818181818182,51.5740740740741,29752573,29763295,"No","ENSG00000285761"
"ENSG00000112053",0.383301605790065,0.244160866609194,2.30229860620656,6.00649350649351,7.36111111111111,35943516,36024868,"No","SLC26A8"
"ENSG00000234618",0.0688636340714867,0.930301938530185,2.3020129103897,33.4285714285714,32.8518518518519,76398699,76399586,"No","ENSG00000234618"
"ENSG00000267882",0.497240751285546,0.0847373684278222,2.29893126568382,4.62337662337662,6.12037037037037,47318502,47320754,"No","LOC100131496"
"ENSG00000287569",0.177244711258671,0.734796663213923,2.29382278921124,12.9415584415584,13.5277777777778,26009792,26011243,"No","ENSG00000287569"
"ENSG00000234427",0.511673111170152,0.0788771230444112,2.29256134225588,4.48051948051948,6.24074074074074,11810602,11811248,"No","ENSG00000234427"
"ENSG00000257501",0.24868947877422,0.573794052810273,2.28988104481717,9.20779220779221,10.9537037037037,97713412,97761859,"No","ENSG00000257501"
"ENSG00000249915",0.0122809334145712,0.988448068047892,2.28281818133452,185.883116883117,172.898148148148,271621,314974,"No","PDCD6"
"ENSG00000240687",0.194760322517547,0.698057019242113,2.28274274119592,11.7207792207792,12.6481481481481,9638745,9712920,"No","LOC105373418"
"ENSG00000285634",0.459268558604804,0.131990560893694,2.2814314761862,4.96753246753247,6.58333333333333,85369591,85444230,"No","LOC105376121"
"ENSG00000261222",0.220964230811376,0.63426965880835,2.28138394149407,10.3246753246753,10.8611111111111,74599840,74607229,"No","ENSG00000261222"
"ENSG00000184530",0.156268188869078,0.774004519270599,2.27603602359313,14.5649350649351,14.3148148148148,127519455,127591820,"No","C6orf58"
"ENSG00000261644",0.0970888138951372,0.889520366731268,2.2746522112575,23.4285714285714,23.5,50727417,50742815,"No","CYLD-AS1"
"ENSG00000228817",0.24712809225671,0.5612104809571,2.27389939433609,9.2012987012987,10.0740740740741,29370497,29373709,"No","ENSG00000228817"
"ENSG00000235159",0.115712131253792,0.855838880540981,2.27141410896242,19.6298701298701,19.3240740740741,46067356,46069891,"No","ENSG00000235159"
"ENSG00000280040",0.177618502085633,0.733998891922314,2.27097941952345,12.7857142857143,13.1944444444444,98660388,98661059,"No","ENSG00000280040"
"ENSG00000277561",0.338262379078893,0.325635816569857,2.26899375057465,6.70779220779221,7.62962962962963,22606022,22617854,"No","ENSG00000277561"
"ENSG00000165733",0.00079505653308373,0.998982273905633,2.26808461799271,2852.73376623377,2681.90740740741,42782795,42834937,"No","BMS1"
"ENSG00000240288",0.0841301413982119,0.906877262102194,2.26550452193756,26.9285714285714,26.2037037037037,10285754,10294903,"No","GHRLOS"
"ENSG00000246582",0.103864819263716,0.879131269036495,2.26074593618166,21.7662337662338,21.5925925925926,23224471,23230926,"No","TNFRSF10A-DT"
"ENSG00000288541",0.407712723296266,0.18976532642445,2.25830488942672,5.53896103896104,6.46296296296296,21410969,21422960,"No","ENSG00000288541"
"ENSG00000284543",0.469035130499248,0.115096016553802,2.25685085519443,4.81168831168831,6.00925925925926,31506226,31583306,"No","ENSG00000284543"
"ENSG00000237991",0.0473498447502415,0.954025399834949,2.25649682222093,47.6558441558442,46.0092592592593,236981339,236981708,"No","RPL35P1"
"ENSG00000140955",0.229024119911853,0.611817425725325,2.25454912848291,9.84415584415584,10.4722222222222,84191138,84197168,"No","ADAD2"
"ENSG00000115289",0.00272508361333695,0.997721335480331,2.24716765081095,824.623376623377,766.444444444444,74505043,74507695,"No","PCGF1"
"ENSG00000237880",0.426516472122953,0.161578635219476,2.24336585986748,5.25974025974026,6.58333333333333,107382715,107748270,"No","LINC01885"
"ENSG00000261762",0.128293534321326,0.838197046997685,2.24263762592863,17.4805194805195,18.3055555555556,78589123,78591276,"No","ENSG00000261762"
"ENSG00000205639",0.153407812259706,0.786516137347352,2.23736328789155,14.5844155844156,15.4074074074074,24010081,24063321,"No","MFSD2B"
"ENSG00000279656",0.0514860336035183,0.94955294703902,2.23696786260481,43.4480519480519,41.3425925925926,23023083,23024217,"No","ENSG00000279656"
"ENSG00000255474",0.400288767861051,0.209678431454959,2.23537883350977,5.58441558441558,6.87037037037037,4700417,4720102,"No","GAU1"
"ENSG00000279511",0.346729243298984,0.303443561492163,2.23347668410774,6.44155844155844,6.86111111111111,37142967,37146718,"No","ENSG00000279511"
"ENSG00000256209",0.225098273405532,0.610120665675477,2.23198093175485,9.91558441558442,9.84259259259259,131462853,131529894,"No","ENSG00000256209"
"ENSG00000274659",0.105014557383661,0.876356922420879,2.23190030075794,21.2532467532468,21.25,2740064,2746662,"No","LINC02371"
"ENSG00000257122",0.0180622643496031,0.983341645081723,2.22635001223485,123.25974025974,116.990740740741,22418672,22437715,"No","ENSG00000257122"
"ENSG00000237594",0.166308928223734,0.75510415284125,2.22573182512413,13.3831168831169,13.4814814814815,31559245,31560487,"No","TIAM1-AS1"
"ENSG00000074276",0.0853446035485923,0.90890570191383,2.22394736389936,26.0584415584416,27.3518518518519,176542511,176595974,"No","CDHR2"
"ENSG00000204446",0.0302309619107836,0.970667950443148,2.2219757004426,73.5,70.1481481481482,87148644,87159556,"No","LINC02872"
"ENSG00000240032",0.191157250107899,0.713450161768449,2.22189271229312,11.6233766233766,13.2037037037037,146066344,146069185,"No","LNCSRLR"
"ENSG00000102468",0.00648686161162383,0.994873368507983,2.21505262797955,341.467532467532,334.75,46831546,46897076,"No","HTR2A"
"ENSG00000205559",0.025618210025007,0.97620054161544,2.21231542287382,86.3571428571429,82.6574074074074,50583026,50595634,"No","CHKB-DT"
"ENSG00000285697",0.16469415807103,0.759784765086512,2.21053782294039,13.4220779220779,13.8611111111111,29387909,29417757,"No","ENSG00000285697"
"ENSG00000101361",0.000383577296263684,0.999351591800063,2.20821962392673,5756.90909090909,5322,2652593,2658393,"No","NOP56"
"ENSG00000273306",0.0910101876888855,0.897176849698717,2.20729253907784,24.2532467532468,24.1018518518519,99405218,99405843,"No","ENSG00000273306"
"ENSG00000171786",0.137109118516542,0.819152313005439,2.20086844787593,16.0519480519481,16.8425925925926,160367071,160372846,"No","NHLH1"
"ENSG00000196183",0.346978959612803,0.320737154518522,2.19452926404461,6.32467532467532,7.76851851851852,104835997,104836852,"No","RPS2P4"
