"mRNA","logFC","FDR","Delta","YA","OA","start","end","diff_exp","gene"
"ENSG00000286421",7.08911948305541,1.57298497938738e-156,0.87463162453281,0.123376623376623,34.9351851851852,221555550,221563653,"UP","LOC105372937"
"ENSG00000234803",5.3637311280221,6.38962248868351e-97,0.87073557273086,0.162337662337662,13.0833333333333,9517599,9526926,"UP","ENSG00000234803"
"ENSG00000254466",8.69776280412778,2.6641143662943e-212,0.621268771723413,0.0714285714285714,72.2037037037037,59473315,59479361,"UP","OR4D10"
"ENSG00000241449",-1.60497440220208,3.83275333016541e-11,-12.2249024271626,7.61688311688312,1.89814814814815,150033653,150076655,"DOWN","ENSG00000241449"
"ENSG00000286134",-1.72624675195942,6.36309680222961e-13,-12.5769406214186,7.28571428571429,1.91666666666667,24135160,24271863,"DOWN","ENSG00000286134"
"ENSG00000249926",-1.73366168838348,2.22785717268585e-13,-12.8561145982723,7.41558441558442,1.97222222222222,131662596,131664704,"DOWN","ENSG00000249926"
"ENSG00000226921",-1.60919367036698,8.41850238592559e-12,-13.9602775559109,8.67532467532468,2.34259259259259,113878489,113883651,"DOWN","LINC00454"
"ENSG00000172818",-1.82052681837416,2.05923632194767e-14,-13.9613128084408,7.66883116883117,1.74074074074074,65787063,65797214,"DOWN","OVOL1"
"ENSG00000204290",-1.67839622203124,1.3630588938091e-12,-14.0701917054696,8.38311688311688,2.22222222222222,32393963,32407128,"DOWN","BTNL2"
"ENSG00000243902",-1.89231663185508,3.14912838763595e-15,-14.3889790643007,7.6038961038961,1.69444444444444,37339583,37427445,"DOWN","ELFN2"
"ENSG00000198022",-1.88900891892232,8.02783767010048e-16,-14.4742241839503,7.66233766233766,1.94444444444444,135673591,135686151,"DOWN","ENSG00000198022"
"ENSG00000166589",-1.57753169027303,2.41483066455383e-11,-15.1094756048878,9.57792207792208,2.5462962962963,66908122,66918917,"DOWN","CDH16"
"ENSG00000198173",-2.02715748519959,8.85967458276445e-17,-15.5064384257475,7.64935064935065,1.26851851851852,37008366,37011664,"DOWN","FAM47C"
"ENSG00000197888",-1.53444937002224,6.66664698577226e-11,-15.7031961503575,10.2337662337662,3.00925925925926,68537184,68568527,"DOWN","UGT2B17"
"ENSG00000132746",-1.77759990441569,2.27967122391625e-14,-15.8598848614751,8.92207792207792,2.57407407407407,67662160,67681224,"DOWN","ALDH3B2"
"ENSG00000273238",-1.54894000489837,1.18668041094924e-11,-16.112999271735,10.4025974025974,3.9537037037037,573880,576295,"DOWN","TMEM271"
"ENSG00000172016",-1.86782118288445,3.98900647165935e-15,-16.1433116520727,8.64285714285714,1.88888888888889,79157003,79159753,"DOWN","REG3A"
"ENSG00000165478",-1.798407327643,3.54816275100963e-14,-16.2323778274271,9.02597402597403,2.21296296296296,124919205,124936412,"DOWN","HEPACAM"
"ENSG00000232258",-2.25738198087105,7.49997005443884e-21,-16.4026651726929,7.26623376623377,1.50925925925926,8537605,8590193,"DOWN","TMEM114"
"ENSG00000262786",-1.78638859804821,1.96705968612916e-13,-16.6226939026174,9.30519480519481,1.62037037037037,14295512,14297600,"DOWN","ENSG00000262786"
"ENSG00000188089",-2.19934359868429,2.34394048745078e-19,-16.8235503847409,7.64935064935065,1.2962962962963,41981582,42051190,"DOWN","PLA2G4E"
"ENSG00000215568",-2.38207229496847,7.7650127817873e-23,-17.0612061126638,7.16233766233766,1.26851851851852,16961936,17008222,"DOWN","GAB4"
"ENSG00000122584",-2.10882027969471,1.64268434955997e-19,-17.1033540866149,8.11038961038961,1.9537037037037,8433609,8752961,"DOWN","NXPH1"
"ENSG00000124391",-2.32413412780287,3.47886864297174e-21,-17.5366484188762,7.54545454545455,1.01851851851852,88638572,88640468,"DOWN","IL17C"
"ENSG00000224099",-1.55975296382067,6.95446712284248e-12,-17.7852350939552,11.4025974025974,4.58333333333333,195448532,195481827,"DOWN","ENSG00000224099"
"ENSG00000226762",-1.5065003407169,8.28444153283672e-11,-18.0095268003883,11.9545454545455,3.86111111111111,3232264,3258897,"DOWN","LINC02668"
"ENSG00000220666",-1.8187844409082,1.67609936508443e-14,-18.294137006278,10.0584415584416,2.19444444444444,56431950,56433213,"DOWN","ENSG00000220666"
"ENSG00000285972",-2.16679289845569,3.198074230216e-19,-18.3895994693609,8.48701298701299,1.52777777777778,84167228,84172093,"DOWN","CERNA2"
"ENSG00000214039",-1.87317428231493,2.70053419492226e-15,-18.47630996647,9.86363636363636,2.22222222222222,130032928,130045057,"DOWN","LINC02418"
"ENSG00000152086",-2.35591808397111,8.69341018502748e-23,-18.7555556555103,7.96103896103896,1.43518518518519,130191745,130198439,"DOWN","TUBA3E"
"ENSG00000235335",-1.92385302231022,2.31374980660187e-16,-18.7763057956641,9.75974025974026,2.26851851851852,167814757,167941180,"DOWN","B3GALT1-AS1"
"ENSG00000171431",-2.28521131461026,1.48660004231094e-22,-19.320422932614,8.45454545454546,2.11111111111111,40875889,40885242,"DOWN","KRT20"
"ENSG00000230525",-1.94376197998223,9.12794710332928e-17,-19.3366451515115,9.94805194805195,2.18518518518519,66904436,66971462,"DOWN","LINC01799"
"ENSG00000287723",-2.58871049757652,2.566337682091e-26,-19.4321385402497,7.50649350649351,1.12037037037037,15165338,15172007,"DOWN","ENSG00000287723"
"ENSG00000151962",-2.02514965291602,4.97240450294305e-18,-20.0147907255727,9.88311688311688,2.24074074074074,154781213,154828813,"DOWN","RBM46"
"ENSG00000132975",-2.21735142935845,1.23277818610148e-20,-20.0569515655606,9.04545454545454,1.77777777777778,26755200,26760786,"DOWN","GPR12"
"ENSG00000102313",-1.74751272068816,3.50221009374258e-14,-20.1531337139102,11.5324675324675,3.08333333333333,54748918,54798255,"DOWN","ITIH6"
"ENSG00000248370",-2.16887700321017,2.4326590153992e-19,-20.2522411078975,9.33766233766234,1.84259259259259,188159705,188161157,"DOWN","LINC02434"
"ENSG00000134640",-1.59130017297997,3.2872145784049e-12,-20.3252431185169,12.7727272727273,3.92592592592593,92969651,92985066,"DOWN","MTNR1B"
"ENSG00000198488",-2.45817536492761,1.42555430914737e-23,-20.479473981832,8.33116883116883,1.23148148148148,77034398,77041973,"DOWN","B3GNT6"
"ENSG00000280809",-1.86640569197822,3.35724332790086e-15,-20.4941040593193,10.9805194805195,1.96296296296296,25651712,25732935,"DOWN","LINC00836"
"ENSG00000240253",-1.94448206414866,5.74164533097633e-17,-20.7327243463124,10.6623376623377,2.37962962962963,130690133,130718831,"DOWN","FAR2P3"
"ENSG00000205632",-2.67865230939301,2.16548346668636e-26,-20.7334646285485,7.74025974025974,0.990740740740741,48866770,48898386,"DOWN","LINC01310"
"ENSG00000236461",-2.51246765848411,2.31499001193354e-25,-20.8175891702969,8.28571428571429,1.30555555555556,115119539,115138409,"DOWN","LOC101928748"
"ENSG00000249066",-1.74051718953787,8.65363490041747e-14,-20.9992268711777,12.0649350649351,3.05555555555556,60750575,60796103,"DOWN","LINC02496"
"ENSG00000285741",-2.44019597843322,7.92497666069719e-22,-21.1061106706042,8.64935064935065,1.11111111111111,51471717,51729716,"DOWN","ENSG00000285741"
"ENSG00000130701",-2.49962682601664,4.39857337361997e-24,-21.6688429398195,8.66883116883117,1.49074074074074,62410237,62427539,"DOWN","RBBP8NL"
"ENSG00000180999",-2.09708732176001,1.94262358806349e-18,-21.6789806249477,10.3376623376623,1.89814814814815,172420685,172468831,"DOWN","C1orf105"
"ENSG00000084453",-1.60997466589543,1.82438155257362e-12,-21.8182930371672,13.5519480519481,4.25925925925926,21264600,21419594,"DOWN","SLCO1A2"
"ENSG00000254135",-2.70176536029889,2.07414121073445e-27,-21.8421939842345,8.08441558441558,0.925925925925926,158485190,158588546,"DOWN","LOC124901122"
"ENSG00000163586",-1.99426023148077,1.41684057739654e-17,-22.1829076397828,11.1233766233766,3.08333333333333,88122982,88128062,"DOWN","FABP1"
"ENSG00000283286",-1.72001812861338,3.06334790611253e-14,-22.8740073207805,13.2987012987013,4.25,40415137,40431491,"DOWN","ENSG00000283286"
"ENSG00000182348",-2.13542081177489,2.16584375233494e-19,-23.032038755572,10.7857142857143,1.84259259259259,88759700,89338528,"DOWN","ZNF804B"
"ENSG00000259831",-1.9915594069445,1.21327716821897e-17,-23.0581196271562,11.5779220779221,2.57407407407407,110809676,110813084,"DOWN","LINC00567"
"ENSG00000126856",-2.91828683507267,5.31571875547263e-31,-23.1567955354468,7.93506493506494,0.842592592592593,90056566,90092072,"DOWN","PRDM7"
"ENSG00000220586",-1.68857037416182,1.55487241006669e-13,-23.2781487295165,13.7857142857143,3.87962962962963,39934595,40000527,"DOWN","TUBBP9"
"ENSG00000204687",-1.73791613421339,3.03830441900501e-14,-23.3603012845566,13.4415584415584,3.7962962962963,29486697,29487956,"DOWN","MAS1L"
"ENSG00000063515",-2.22106945034021,2.47843594900391e-21,-23.3933418730638,10.5324675324675,1.93518518518519,19146993,19150292,"DOWN","GSC2"
"ENSG00000283703",-2.12192753901744,1.78582311420753e-19,-23.8234591880594,11.2272727272727,2.27777777777778,125946056,125958647,"DOWN","VSIG10L2"
"ENSG00000229967",-1.88775551289643,6.41983882865035e-16,-23.8543651175094,12.6363636363636,2.81481481481481,151904431,151913968,"DOWN","ENSG00000229967"
"ENSG00000168484",-2.29012690903584,3.18200208646718e-22,-23.8976230053285,10.4350649350649,1.89814814814815,22156913,22164479,"DOWN","SFTPC"
"ENSG00000236078",-2.56741771286245,4.08486970846054e-26,-24.190409749113,9.42207792207792,1.4537037037037,47608465,47629893,"DOWN","LINC01447"
"ENSG00000249574",-1.85775399143691,1.03174187689323e-15,-24.4523853288481,13.1623376623377,2.94444444444444,379359,382712,"DOWN","LOC442497"
"ENSG00000179674",-2.67282181840334,7.56945458641109e-28,-24.6975678414802,9.24025974025974,1.19444444444444,160677160,160678448,"DOWN","ARL14"
"ENSG00000105929",-2.28860072028976,1.01452768562447e-21,-24.7584987013165,10.8181818181818,1.94444444444444,138706294,138799560,"DOWN","ATP6V0A4"
"ENSG00000166828",-1.65167093681438,7.42381390166015e-13,-25.1826192184426,15.2467532467532,4.11111111111111,23182745,23216883,"DOWN","SCNN1G"
"ENSG00000101323",-1.68685340461935,6.2453223933523e-14,-25.2918474757538,14.9935064935065,5.27777777777778,7882985,7940458,"DOWN","HAO1"
"ENSG00000226869",-2.74243850474779,1.01817685889683e-29,-25.5189245279453,9.30519480519481,1.42592592592593,104738597,104804107,"DOWN","LHFPL3-AS1"
"ENSG00000236446",-2.7505546195148,1.06525841506923e-29,-25.7194717668916,9.35064935064935,1.25,120872603,120875929,"DOWN","CT47B1"
"ENSG00000287414",-2.366589879612,4.99147806771047e-23,-25.8019766744711,10.9025974025974,1.87037037037037,132010195,132017000,"DOWN","ENSG00000287414"
"ENSG00000224243",-2.45574556097071,7.24121382865238e-25,-26.0883099853771,10.6233766233766,1.58333333333333,112056845,112108015,"DOWN","SOX1-OT"
"ENSG00000253877",-2.49425697700281,3.93762870753332e-25,-26.4164488928025,10.5909090909091,1.52777777777778,110899996,111040372,"DOWN","LINC01608"
"ENSG00000249267",-2.38616449843605,2.90742945770885e-24,-26.4182498041134,11.0714285714286,1.93518518518519,125958688,125983665,"DOWN","LINC00939"
"ENSG00000119913",-1.59628918550375,3.04733329494727e-12,-27.2613023238628,17.0779220779221,4.11111111111111,112283400,112305038,"DOWN","TECTB"
"ENSG00000229400",-1.99132187336866,7.3469017139974e-18,-27.9302288732228,14.025974025974,3.31481481481481,224717504,224730662,"DOWN","ENSG00000229400"
"ENSG00000237179",-1.59497939829956,1.34238842246063e-12,-27.9535675065618,17.525974025974,6.11111111111111,66696190,66703252,"DOWN","LINC01797"
"ENSG00000261080",-3.14413415393403,1.62072428088169e-34,-28.052209918866,8.92207792207792,0.824074074074074,45573346,45576770,"DOWN","ENSG00000261080"
"ENSG00000230552",-1.54037538004352,1.70858980240795e-11,-28.1868689672899,18.2987012987013,5.55555555555556,176723614,176819310,"DOWN","ENSG00000230552"
"ENSG00000106436",-2.00270158551088,9.78580165191893e-18,-28.5710089829052,14.2662337662338,2.74074074074074,101613330,101629296,"DOWN","MYL10"
"ENSG00000186009",-2.38552095080077,1.72038146111716e-23,-29.2613576367705,12.2662337662338,1.91666666666667,113648804,113658198,"DOWN","ATP4B"
"ENSG00000286523",-2.16896955530368,6.76209016619023e-21,-29.5768575723229,13.6363636363636,2.66666666666667,96127747,96372889,"DOWN","ENSG00000286523"
"ENSG00000206072",-3.67410153909494,2.87730457870029e-43,-29.5836747303749,8.05194805194805,0.5,63647579,63726432,"DOWN","SERPINB11"
"ENSG00000280165",-1.93727815007802,3.15242356417772e-17,-29.7007383917806,15.3311688311688,3.52777777777778,61409685,61415522,"DOWN","PCDH20"
"ENSG00000221986",-2.00058656317747,2.125565936099e-18,-29.800945298241,14.8961038961039,4.18518518518519,109292365,109307011,"DOWN","MYBPHL"
"ENSG00000119614",-2.06525161559539,5.44185062020297e-19,-29.8656840774736,14.461038961039,2.78703703703704,74239449,74262738,"DOWN","VSX2"
"ENSG00000172752",-1.63701874063889,5.91725531183792e-13,-29.9553169553272,18.2987012987013,5.69444444444444,130345516,130484844,"DOWN","COL6A5"
"ENSG00000125850",-2.48974386412354,5.45551651229733e-26,-30.2811055682039,12.1623376623377,2.2037037037037,17956979,18059188,"DOWN","OVOL2"
"ENSG00000186335",-1.69560954529784,1.50180004616928e-13,-30.5099613637683,17.9935064935065,3.98148148148148,151314972,151347590,"DOWN","SLC36A2"
"ENSG00000230461",-1.58995428054982,2.22968299809637e-12,-31.0144328491667,19.5064935064935,5.84259259259259,213817751,213988508,"DOWN","PROX1-AS1"
"ENSG00000136155",-2.33189952391847,6.30645328017759e-23,-31.1929416835847,13.3766233766234,2.10185185185185,77535674,77645263,"DOWN","SCEL"
"ENSG00000260951",-1.63939674803734,6.46452011661218e-13,-31.2656379804263,19.0714285714286,5.88888888888889,25358235,25432202,"DOWN","LOC124901604"
"ENSG00000253313",-2.47642998818223,1.70692484750628e-25,-32.0167019900702,12.9285714285714,2.12962962962963,43281877,43285617,"DOWN","C1orf210"
"ENSG00000184471",-1.7853623957953,1.7351383640569e-14,-32.3104220589708,18.0974025974026,3.4537037037037,1088226,1096244,"DOWN","C1QTNF8"
"ENSG00000186895",-2.31769223635545,2.13375892840199e-22,-32.3423416618692,13.9545454545455,2.06481481481481,69809968,69819416,"DOWN","FGF3"
"ENSG00000162782",-1.62014623893371,1.10887111376105e-12,-32.5922925208873,20.1168831168831,5.49074074074074,179591613,179691272,"DOWN","TDRD5"
"ENSG00000130234",-1.65885066487355,1.8489064356529e-13,-32.7353712373423,19.7337662337662,6.98148148148148,15494566,15607236,"DOWN","ACE2"
"ENSG00000228422",-3.8382191491427,1.2677232987541e-48,-33.2479502919244,8.66233766233766,0.657407407407407,11800463,11878429,"DOWN","LINC00687"
"ENSG00000162949",-2.26971321054859,1.91885405819707e-22,-33.4119470669718,14.7207792207792,2.7037037037037,30722771,30820542,"DOWN","CAPN13"
"ENSG00000163630",-1.88620922480731,1.09644859688234e-16,-33.5475783555014,17.7857142857143,4.07407407407407,63228315,63616924,"DOWN","SYNPR"
"ENSG00000277987",-3.03567175484228,2.25902610491726e-34,-33.5895108457873,11.0649350649351,1.0462962962963,98323902,98420998,"DOWN","ENSG00000277987"
"ENSG00000267453",-1.60821605086335,1.45257670055057e-12,-33.8247518749766,21.0324675324675,6.12962962962963,15851993,15864904,"DOWN","ENSG00000267453"
"ENSG00000272180",-2.03356406402649,4.08140966346318e-19,-33.936750938624,16.6883116883117,4.12962962962963,55952158,56181652,"DOWN","ENSG00000272180"
"ENSG00000253377",-2.49918936788775,8.03868269190501e-26,-34.09608351904,13.6428571428571,1.97222222222222,31275542,31390805,"DOWN","ENSG00000253377"
"ENSG00000162009",-1.76522872434854,1.48953337669665e-14,-34.4448851731646,19.512987012987,4.32407407407407,1078781,1080142,"DOWN","SSTR5"
"ENSG00000186231",-1.58183574318238,1.33569585225998e-12,-34.4716932085718,21.7922077922078,8.7037037037037,96924620,97140754,"DOWN","KLHL32"
"ENSG00000253474",-2.26038012961095,4.18988290393435e-23,-34.8450806993272,15.4155844155844,3.48148148148148,49086301,49229174,"DOWN","LOC105375826"
"ENSG00000075388",-4.19515600772901,2.21088882139634e-51,-36.6122706129077,8.72727272727273,0.296296296296296,69771022,69775341,"DOWN","FGF4"
"ENSG00000215559",-1.5794363278507,2.69230524435715e-12,-36.7270226625543,23.2532467532468,7.11111111111111,13909574,13980437,"DOWN","ENSG00000215559"
"ENSG00000135374",-2.26273813787743,1.46806237872605e-22,-36.7915343976953,16.2597402597403,3.25,34478791,34525193,"DOWN","ELF5"
"ENSG00000175707",-2.10190125874454,5.09387253708438e-20,-37.397463954286,17.7922077922078,4.0462962962963,26949562,26960468,"DOWN","KDF1"
"ENSG00000130545",-1.75111524019594,9.50112541494964e-15,-37.5352688823818,21.4350649350649,6.26851851851852,6463777,6467221,"DOWN","CRB3"
"ENSG00000275830",-1.90487479848144,9.56742464979504e-17,-37.7511550971776,19.8181818181818,4.33333333333333,109988097,110129136,"DOWN","ENSG00000275830"
"ENSG00000169562",-2.05830852064598,3.30118544480891e-19,-37.8782230357839,18.4025974025974,3.96296296296296,71212811,71225516,"DOWN","GJB1"
"ENSG00000287666",-1.5606743236926,3.30091407748855e-12,-38.3378634190201,24.5649350649351,8.72222222222222,126121889,126128081,"DOWN","ENSG00000287666"
"ENSG00000241168",-2.23442293802327,2.57876653857737e-22,-38.5655595406874,17.2597402597403,3.05555555555556,163026396,163232149,"DOWN","ENSG00000241168"
"ENSG00000260220",-1.63220263203612,5.21384458744945e-13,-38.6641246861542,23.6883116883117,6.5462962962963,136249973,136306901,"DOWN","CCDC187"
"ENSG00000205927",-1.83899712976882,5.73535479060961e-16,-38.7264135833786,21.0584415584416,5.00925925925926,33025935,33029196,"DOWN","OLIG2"
"ENSG00000228058",-2.04186171677039,4.71111742596016e-19,-38.9147021994876,19.0584415584416,4.26851851851852,230002372,230007195,"DOWN","LINC01736"
"ENSG00000101076",-1.70487457662966,4.26791574779576e-14,-39.4335275451614,23.1298701298701,6.94444444444444,44355700,44434596,"DOWN","HNF4A"
"ENSG00000223486",-2.16321837741181,3.58864772739829e-21,-40.0476337272797,18.512987012987,3.94444444444444,40009276,40012182,"DOWN","LINC03053"
"ENSG00000237330",-3.36190113012789,9.24697523674161e-41,-40.1681693469826,11.9480519480519,1.15740740740741,1070967,1074306,"DOWN","RNF223"
"ENSG00000100170",-1.93570967468861,1.31139282378306e-17,-40.2728168681968,20.8051948051948,5.49074074074074,32043261,32113029,"DOWN","SLC5A1"
"ENSG00000109132",-4.26563582832306,3.40628708917472e-53,-40.3573467653682,9.46103896103896,0.277777777777778,41744082,41748725,"DOWN","PHOX2B"
"ENSG00000142273",-2.06008393457381,2.18146103410685e-19,-40.3856714186904,19.6038961038961,4.44444444444444,44777869,44800652,"DOWN","CBLC"
"ENSG00000146809",-1.98315268055874,1.37514695686992e-17,-40.6803851810718,20.512987012987,3.11111111111111,123567010,123639481,"DOWN","ASB15"
"ENSG00000015592",-1.53635957189587,5.78821110070827e-12,-41.0227958417909,26.7012987012987,9.03703703703704,27235323,27258420,"DOWN","STMN4"
"ENSG00000279616",-4.15664874007734,8.04620901910377e-53,-41.2965751449242,9.93506493506493,0.416666666666667,87356831,87358605,"DOWN","ENSG00000279616"
"ENSG00000250788",-2.53503490756718,1.37425264038839e-26,-41.367160537119,16.3181818181818,2.23148148148148,34164773,34166954,"DOWN","TUBB8P4"
"ENSG00000121764",-1.50142268729493,1.99921581383578e-11,-41.4646148640607,27.6168831168831,8.52777777777778,31617686,31632518,"DOWN","HCRTR1"
"ENSG00000135773",-1.61319017909015,8.46625981725109e-13,-41.607736307442,25.7922077922078,7.28703703703704,230747384,230802003,"DOWN","CAPN9"
"ENSG00000178597",-2.01841518137678,1.7155285239404e-18,-42.0590540067407,20.8376623376623,4.30555555555556,7430285,7434930,"DOWN","PSAPL1"
"ENSG00000285769",-2.43413787537842,9.0500415863343e-26,-42.3761275577244,17.4090909090909,2.98148148148148,112637342,112751131,"DOWN","ENSG00000285769"
"ENSG00000286010",-1.97066432707383,4.09514523957251e-18,-42.9707195474929,21.8051948051948,5.11111111111111,127663280,127670990,"DOWN","LOC105375754"
"ENSG00000232111",-3.03480365505811,3.02916708697801e-36,-43.1178597225139,14.2077922077922,1.51851851851852,9402751,9404802,"DOWN","ENSG00000232111"
"ENSG00000268104",-2.32414956706556,5.79447033701735e-23,-43.4193396392702,18.6818181818182,2.92592592592593,116436606,116461458,"DOWN","SLC6A14"
"ENSG00000198758",-2.74147663315771,1.03564878798119e-30,-43.5431937967777,15.8831168831169,2.13888888888889,109750080,109764027,"DOWN","EPS8L3"
"ENSG00000279965",-2.68843759673191,5.4270123713118e-30,-43.730754414373,16.2662337662338,2.26851851851852,110123208,110125234,"DOWN","ENSG00000279965"
"ENSG00000196778",-4.23692303550817,1.11191835305637e-56,-43.8273921789904,10.3441558441558,0.472222222222222,4482646,4493497,"DOWN","OR52K1"
"ENSG00000145920",-2.59227647961641,4.54601047372555e-28,-44.0350342251722,16.987012987013,2.35185185185185,175796310,175884021,"DOWN","CPLX2"
"ENSG00000169344",-4.56903019414394,3.64893355047276e-58,-44.2661886341737,9.68831168831169,0.222222222222222,20333052,20356301,"DOWN","UMOD"
"ENSG00000184697",-1.92737876457562,1.30896581791322e-17,-44.6676286413661,23.1753246753247,6.72222222222222,3014712,3020071,"DOWN","CLDN6"
"ENSG00000118017",-2.15040075295744,7.61553126989499e-21,-44.75347021577,20.8116883116883,4.03703703703704,138123713,138132390,"DOWN","A4GNT"
"ENSG00000140522",-2.96560171180074,8.93878149982282e-35,-45.0617402961931,15.1948051948052,1.65740740740741,89209869,89221614,"DOWN","RLBP1"
"ENSG00000253706",-1.95005154156726,6.15880855216563e-18,-45.5856204522216,23.3766233766234,5.55555555555556,74798784,74866939,"DOWN","ENSG00000253706"
"ENSG00000162069",-1.53727951644837,8.77699192448243e-12,-45.7490391161225,29.7597402597403,9.37037037037037,3027682,3036944,"DOWN","BICDL2"
"ENSG00000260848",-4.0867296548512,8.3791421341897e-53,-46.9708538252379,11.4935064935065,0.472222222222222,73543927,73569309,"DOWN","ENSG00000260848"
"ENSG00000185105",-1.65786636230061,2.60083264664573e-13,-47.2276605935893,28.487012987013,6.43518518518519,81939645,81947233,"DOWN","MYADML2"
"ENSG00000251635",-3.32336193356505,1.44582708752785e-42,-47.4550187786334,14.2792207792208,1.75925925925926,38564003,38572022,"DOWN","ENSG00000251635"
"ENSG00000235725",-2.37766440571851,1.6717663627477e-24,-47.6459243899176,20.038961038961,3.17592592592593,65589566,65640177,"DOWN","LINC03050"
"ENSG00000100665",-3.47024312288654,1.29731405370842e-41,-47.6820418703111,13.7402597402597,0.907407407407407,94561442,94569913,"DOWN","SERPINA4"
"ENSG00000288107",-1.50960042285955,1.0995644076856e-11,-48.1013589283885,31.8636363636364,10.5833333333333,133565797,133629507,"DOWN","ENSG00000288107"
"ENSG00000138109",-1.82997737773074,5.39277772473295e-16,-48.1973262602329,26.3376623376623,6.59259259259259,94938658,94990091,"DOWN","CYP2C9"
"ENSG00000105523",-2.57310217346363,7.89940699971752e-28,-48.8722328401372,18.9935064935065,2.78703703703704,48600810,48614854,"DOWN","FAM83E"
"ENSG00000227392",-2.87189470134948,2.91669036512575e-33,-49.3443725959138,17.1818181818182,2,35042902,35106307,"DOWN","HPN-AS1"
"ENSG00000163081",-1.63796841474331,2.15112072759347e-13,-49.5538626252539,30.2532467532468,9.96296296296296,222298147,222305217,"DOWN","CCDC140"
"ENSG00000283183",-2.56031335152211,8.86243515553946e-29,-50.2752439935251,19.6363636363636,3.76851851851852,577168,618076,"DOWN","LOC105374338"
"ENSG00000115665",-2.91549527478048,9.48524817357483e-35,-50.5289408336955,17.3311688311688,2.14814814814815,107986523,108013994,"DOWN","SLC5A7"
"ENSG00000205044",-3.75019686087013,4.6742905868807e-49,-50.6276576217468,13.5,0.796296296296296,49009959,49018589,"DOWN","ENSG00000205044"
"ENSG00000204832",-1.58580648351553,1.16292658994306e-12,-51.2091924839137,32.2922077922078,8.97222222222222,17386919,17445758,"DOWN","ST8SIA6-AS1"
"ENSG00000203395",-1.72677439614606,1.08014728176226e-14,-51.8032318843819,30,8.0462962962963,68361214,68365584,"DOWN","ENSG00000203395"
"ENSG00000227640",-1.73634993796811,9.78299446624145e-15,-51.910098145488,29.8961038961039,8.13888888888889,94703454,94803430,"DOWN","SOX21-AS1"
"ENSG00000183304",-4.67718032420969,3.18412063786114e-61,-52.2082660864705,11.1623376623377,0.259259259259259,8790795,8801383,"DOWN","FAM9A"
"ENSG00000258220",-4.44651817322027,3.88180078615418e-59,-52.7807481860173,11.8701298701299,0.324074074074074,78326680,78359746,"DOWN","LINC02424"
"ENSG00000169618",-1.70113429744584,2.30982393699063e-14,-53.4531744502626,31.4220779220779,8.75925925925926,68643579,68658251,"DOWN","PROKR1"
"ENSG00000102239",-1.50133540178036,1.36727682279372e-11,-54.3990359865872,36.2337662337662,15.6296296296296,136487947,136493780,"DOWN","BRS3"
"ENSG00000225535",-1.6131356541772,5.42324735357372e-13,-54.8361373351795,33.9935064935065,9.55555555555556,115030564,115126314,"DOWN","LINC01393"
"ENSG00000130957",-2.17146739275374,4.17440057885036e-21,-55.0340080124536,25.3441558441558,3.48148148148148,94558720,94593824,"DOWN","FBP2"
"ENSG00000171540",-2.04887085549728,1.25217691577778e-19,-55.1465564677676,26.9155844155844,5.83333333333333,77628712,77638713,"DOWN","OTP"
"ENSG00000249421",-1.96601672971978,3.64690396508005e-18,-55.3165616225701,28.1363636363636,6.52777777777778,129424782,129461076,"DOWN","ADAMTS19-AS1"
"ENSG00000226673",-2.22538597734853,5.13160188316859e-23,-57.5565736868779,25.8636363636364,7.2962962962963,14280127,14285454,"DOWN","LINC01108"
"ENSG00000203697",-1.58195134054139,1.23077055024425e-12,-57.9466721558052,36.6298701298701,11.2407407407407,223538007,223665723,"DOWN","CAPN8"
"ENSG00000238062",-2.66078088163061,6.24564369766952e-30,-58.0188454578934,21.8051948051948,2.88888888888889,230984368,230996032,"DOWN","SPATA3-AS1"
"ENSG00000141579",-1.63655408385766,1.99554750659248e-13,-58.1508048497995,35.5324675324675,12.2222222222222,82829434,82840022,"DOWN","ZNF750"
"ENSG00000083307",-1.84936921142003,1.02097452900098e-16,-58.3512012875971,31.5519480519481,9.25925925925926,101492439,101669726,"DOWN","GRHL2"
"ENSG00000174358",-2.14421426227151,9.70706718964287e-21,-58.4368003815163,27.2532467532468,4.55555555555556,1201595,1225111,"DOWN","SLC6A19"
"ENSG00000163207",-1.62449076620757,3.00466913657983e-13,-58.7664808996256,36.1753246753247,10.8240740740741,152908546,152911886,"DOWN","IVL"
"ENSG00000005001",-2.1898214577575,5.42610089631382e-22,-58.7839084829189,26.8441558441558,5.25,2852730,2858170,"DOWN","PRSS22"
"ENSG00000089356",-2.05231842768996,9.25820181233972e-20,-59.0774518827896,28.7857142857143,6.19444444444444,35115879,35124324,"DOWN","FXYD3"
"ENSG00000125879",-3.53672461495064,3.14150555715114e-43,-59.4812776150789,16.8181818181818,0.981481481481482,16748358,16770062,"DOWN","OTOR"
"ENSG00000176988",-2.2103146906341,2.35749620874797e-22,-59.8650816534729,27.0844155844156,5.49074074074074,147981337,148026665,"DOWN","FMR1NB"
"ENSG00000088386",-1.97983504707453,1.77077272289628e-18,-60.6163782269898,30.6168831168831,6.84259259259259,98683801,98752672,"DOWN","SLC15A1"
"ENSG00000254293",-4.35448069102554,7.77024071883461e-64,-61.8392809822912,14.2012987012987,0.935185185185185,154483917,154486150,"DOWN","ENSG00000254293"
